tamainid,location_description,rdfeature,rdcharacter,rdclass,rdconfigur,rdsurface,rdcondition,lightcond,weather,trafcontrl,lat,lon,lon2,lat2,tract,zone,fatality,possblinj,numpassengers,numpedestrians,contrcir1_desc,contrcir2_desc,contrcir3_desc,contrcir4_desc,vehicle1,vehicle2,vehicle3,vehicle4,vehicle5,workarea,records,ta_date,ta_time,crash_date,geo_location,year,fatalities,injuries,month,contrfact1,contrfact2,contributing_factor,vehicleconcat1,vehicleconcat2,vehicleconcat3,vehicle_type
39759,10 FEET FROM NC 55 HWY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39762,299 FEET FROM SR 1435 (EDINBURGH SOUTH DR),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39766,200 FEET FROM MEETING ST,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39767,50 FEET FROM PVA OF 1920 NW MAYNARD RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39777,428 FEET FROM SR 3977 (SE CARY PKWY),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39791,202 FEET FROM E PARK ST,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39797,333 FEET FROM SR 1313 (WALNUT ST),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39804,.1 MILES FROM US 1 HWY,OFF-RAMP ENTRY,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39805,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39808,150 FEET FROM ROSEPINE DR,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39810,50 FEET FROM SR 1626 (YATES STORE RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39821,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39825,.2 MILES FROM HWY US 1,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39829,0 FEET FROM SR 1415 (SE MAYNARD RD),,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,1597,5/4/2019,11:42 AM,2019-05-04T15:42:00+00:00,,2019,No,Yes,5,,,,,,,
39830,CARY,T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39835,150 FEET FROM SR 1652 (N HARRISON AV),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39836,CARY,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39847,312 FEET FROM PVA 1ST UNITED METHODIST CHURC,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39850,50 FEET FROM SR-3081 CHAPEL HILL RD,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39856,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39865,100 FEET FROM P.V.A. (150 WRENN DR),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39873,0 FEET FROM SR1300 (KILDAIRE FARM RD),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39876,90 FEET FROM PVA PEG ST,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39882,.25 MILES FROM PVA (681 CARY TOWNE BLVD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39883,CARY,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39884,CARY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39889,150 FEET FROM SR1313 (WALNUT ST),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39890,50 FEET FROM SR 1009(TRYON RD),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39892,CARY,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39898,300 FEET FROM SR1313 (WALNUT ST),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39899,250 FEET FROM NC 54 CHAPLE HILL RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39901,15 FEET FROM SR-1379 PENNY RD,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39902,98 FEET FROM SR 1652 (N HARRISON AVE),RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39905,10 FEET FROM NC 55,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39911,1 MILES FROM HWY US 1,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39913,CARY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39914,400 FEET FROM PVA (980 KILDAIRE FARM RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39915,0 FEET FROM (SR 1652) N HARRISON AVE,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39916,CARY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39926,100 FEET FROM US 1 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39942,CARY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39945,0.25 MILES FROM US 1 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39953,.05 MILES FROM PVA (2700 LOUIS STEPHENS DR),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39958,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39959,300 FEET FROM 1 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39964,75 FEET FROM SR1415 (NE MAYNARD RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39966,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39969,40 FEET FROM DANTON DR,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39970,51 FEET FROM SR1415 (NE MAYNARD RD),RAILROAD CROSSING,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39981,100 FEET FROM PVA OF 1401 SE MAYNARD RD,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39982,35 FEET FROM SR 3112 (NW CARY PKWY),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39983,200 FEET FROM P.V.A. OF 1131 NOTTINGHAM CIR,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39992,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39997,CARY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39999,250 FEET FROM P.V.A. (EDINBURGH SOUTH DR),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40002,267 FEET FROM P.V.A (237 CROSSROADS BLVD.),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40009,.2 MILES FROM SR 1300 (KILDAIRE FARM RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40015,0.25 MILES FROM US 1,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40020,55 FEET FROM SR 1009 (TRYON RD),RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40024,0.108 MILES FROM P.V.A. (2010 KILDAIRE FARM RD),DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40025,.1 MILES FROM SR 3977 (SE CARY PKWY),NO SPECIAL FEATURE,CURVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40028,50 FEET FROM P.V.A. (869 SE MAYNARD RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40068,CARY,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40073,.05 MILES FROM PVA OF 7600 ROBERTS RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40074,.05 MILES FROM PVA OF 7600 ROBERTS RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40076,200 FEET FROM SR 1415 (NW MAYNARD RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40077,.02 MILES FROM PVA (100 LATTNER CT),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40079,300 FEET FROM SR 1300 (KILDAIRE FARM RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40090,30 FEET FROM P.V.A. OF 300 ASHVILLE AVE,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40095,.25 MILES FROM SR 3977 SW CARY PKWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40099,214 FEET FROM P.V.A. (1904 NW MAYNARD RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40112,CARY,OFF-RAMP PROPER,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40116,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40120,CARY,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40121,5 FEET FROM WALLSBURG CT,T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40127,400 FEET FROM PVA OF 2010 SR 1300 (KILDAIRE,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40128,.1 MILES FROM PVA 790 CRABTREE CROSSING PKWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40130,150 FEET FROM UNION MILLS WAY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40137,200 FEET FROM CROSSROADS BLVD,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40139,15 FEET FROM SR 1300 (KILDARE FARM RD),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40143,.95 MILES FROM US1 SOUTH,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40156,.5 MILES FROM PVA (2500 CARPENTER UPCHURCH R,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40169,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40174,NEAR .12 MILES S OF S SR 1600 (GREEN LEVEL CHURCH RD,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40185,50 FEET FROM PVA OF 1904 NW MAYNARD RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40188,0 FEET FROM ACADEMY STREET,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40190,0 FEET FROM SR 1615 (HIGH HOUSE RD),T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40193,100 FEET FROM 1 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40196,475 FEET FROM NC 55 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40198,125 FEET FROM NC 55 HWY,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40201,.25 MILES FROM SR 1300 (KILDAIRE FARM RD),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40202,0 FEET FROM NC 55 HWY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40210,1 MILES FROM US 1 HWY,OFF-RAMP PROPER,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40218,270 FEET FROM PVA COOKOUT(1607 WALNUT ST),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40219,.12 MILES FROM HWY US 1,OFF-RAMP PROPER,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40230,100 FEET FROM P.V.A. (4101 NC 55 HWY),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40234,0.15 MILES FROM P.V.A. SR 1313 (WALNUT ST),DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40236,.10 MILES FROM SR1628 (O`KELLY CHAPEL RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40251,50 FEET FROM SR 1615 (HIGH HOUSE RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40256,0 FEET FROM SR 1615 (HIGH HOUSE RD),T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40257,CARY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40263,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40265,.15 MILES FROM NC 55 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40272,200 FEET FROM 1 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40275,30 FEET FROM NC 55 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40284,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40286,0 FEET FROM SR 1613 DAVIS DRIVE,FOUR-WAY INTERSECTION,CURVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40292,272 FEET FROM CAITBOO AVE,T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40299,100 FEET FROM POWERS FERRY RD.,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40302,.25 MILES FROM SR 3112 (NW CARY PKWY),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40311,.10 MILES FROM US 1 HWY,OFF-RAMP PROPER,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40312,0 FEET FROM SR 5808 (E CHATHAM ST),RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40318,100 FEET FROM P.V.A. 1961 HIGH HOUSE RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40325,280 FEET FROM NC 55 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40327,CARY,OFF-RAMP PROPER,CURVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40328,150 FEET FROM SR 1313 (WALNUT ST),RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40339,40 FEET FROM SR 3081 CHAPEL HILL RD,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40345,100 FEET FROM P.V.A. (220 W CHATHAM ST),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40346,160 FEET FROM P.V.A. (2303 NW MAYNARD RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40347,.25 MILES FROM SR 1300 KILDAIRE FARM RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40349,200 FEET FROM PVA OF 10900 SR 1379 (PENNY RD,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40354,50 FEET FROM PVA (2101 LAKESIDE LOFTS CIR),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40356,100 FEET FROM DRYSTACK WAY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40358,100 FEET FROM PVA 2350 WALNUT ST,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40366,5 FEET FROM LAUREL GARDEN WAY,T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40369,200 FEET FROM PONY CLUB CIR,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40381,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40383,100 FEET FROM US 1,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40387,100 FEET FROM SR 1415 (SE MAYNARD RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40390,350 FEET FROM PVA OF 5055 ARCO ST,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40412,0 FEET FROM WESTON PKWY,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2180,6/18/2019,10:23 AM,2019-06-18T14:23:00+00:00,,2019,No,No,6,,,,,,,
40415,100 FEET FROM P.V.A. (301 SAS CAMPUS DR),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40417,95 FEET FROM PVA (10210 GREEN LEVEL CHURCH,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40423,CARY,T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40425,75 FEET FROM SR 1615 (HIGH HOUSE RD),,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,2193,6/18/2019,11:36 AM,2019-06-18T15:36:00+00:00,,2019,No,No,6,,,,,,,
40440,.01 MILES FROM US 64 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40442,200 FEET FROM US 64,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40445,0 FEET FROM SR 1630 (GREEN LEVEL CHURCH RD,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40454,400 FEET FROM PVA SPECTRUM CABLE 101 INNOVAT,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40456,100 FEET FROM NC 55 HWY,RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40465,280 FEET FROM PVA 1961 HIGH HOUSE RD,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40468,300 FEET FROM SR 3014 MORRISVILLE CARPTER RD,NO SPECIAL FEATURE,CURVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40470,CARY,FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40471,2 FEET FROM (P.V.A.) 102 TATE ST,DRIVEWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40482,20 FEET FROM  ROYAL BIRKDALE DR,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40487,10 FEET FROM SR 1315 (BUCK JONES RD),RELATED TO INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40488,70 FEET FROM SR 5808 (E CHATHAM ST),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40514,CARY,NO SPECIAL FEATURE,CURVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40520,.15 MILES FROM NC HWY 55,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40527,.02 MILES FROM US 1 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40530,100 FEET FROM P.V.A. (HARRIS TEETER),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40549,0 FEET FROM TATE ST,T-INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40555,.1 MILES FROM SR 1152 (HOLLY SPRINGS RD),NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40563,0 FEET FROM SR 3112 (NW CARY PKWY),FOUR-WAY INTERSECTION,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40572,320 FEET FROM SR 1009 (TRYON RD),NO SPECIAL FEATURE,CURVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40575,.02 MILES FROM US 1 HWY,NO SPECIAL FEATURE,STRAIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40583,5 FEET FROM SR 1615 (HIGH HOUSE RD),RELATED TO INTERSECTION,CURVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
